HGNC.ID,HGNCsymbol,Approved.name,Chromosome,Pubmed.IDs,OMIM.ID,UniProt.ID
HGNC:28814,TMCO6,transmembrane and coiled-coil domains 6,5q31.3,12477932,,Q96DC7
HGNC:53646,TMDD1,transmembrane and death domain 1,12q13.13,,,P0DPE3
HGNC:17291,TMED1,transmembrane p24 trafficking protein 1,19p13.2,"11466339, 8621446",605395,Q13445
HGNC:16996,TMED2,transmembrane p24 trafficking protein 2,12q24.31,8663407,,Q15363
HGNC:53346,TMED2-DT,TMED2 divergent transcript,12q24.31,,,
HGNC:28889,TMED3,transmembrane p24 trafficking protein 3,15q25.1,12975309,,Q9Y3Q3
HGNC:22301,TMED4,transmembrane p24 trafficking protein 4,7p13,12761501,612038,Q7Z7H5
HGNC:24251,TMED5,transmembrane p24 trafficking protein 5,1p22.1,10810093,616876,Q9Y3A6
HGNC:28331,TMED6,transmembrane p24 trafficking protein 6,16q22.1,22129529,,Q8WW62
HGNC:24253,TMED7,transmembrane p24 trafficking protein 7,5q22.3,10810093,,Q9Y3B3
HGNC:33945,TMED7-TICAM2,TMED7-TICAM2 readthrough,5q22.3,,,
HGNC:18633,TMED8,transmembrane p24 trafficking protein family member 8,14q24.3,,,Q6PL24
HGNC:24878,TMED9,transmembrane p24 trafficking protein 9,5q35.3,12477932,,Q9BVK6
HGNC:16998,TMED10,transmembrane p24 trafficking protein 10,14q24.3,"7596406, 8663407",605406,P49755
HGNC:30754,TMED10P1,transmembrane p24 trafficking protein 10 pseudogene 1,8q24.3,10376215,,
HGNC:38105,TMED10P2,transmembrane p24 trafficking protein 10 pseudogene 2,3q21.3,,,
HGNC:35401,TMED11P,"transmembrane p24 trafficking protein 11, pseudogene",4p16.3,,,
HGNC:11866,TMEFF1,transmembrane protein with EGF like and two follistatin like domains 1,9q31.1,9730596,603421,Q8IYR6
HGNC:11867,TMEFF2,transmembrane protein with EGF like and two follistatin like domains 2,2q32.3,10903839,605734,Q9UIK5
HGNC:14166,TMEM6,"symbol withdrawn, see [HGNC:17205](/data/gene-symbol-report/#!/hgnc_id/HGNC:17205)",16p13.3,,,
HGNC:21427,TMEM8B,transmembrane protein 8B,9p13.3,"12918109, 8619474",616888,A6NDV4
HGNC:18823,TMEM9,transmembrane protein 9,1q32.1,"18541524, 30119033, 30374053",616877,Q9P0T7
HGNC:1168,TMEM9B,TMEM9 domain family member B,11p15.4,11528127,,Q9NQ34
HGNC:19230,TMEM9B-AS1,TMEM9B antisense RNA 1,11p15.4,11528127,,
HGNC:16823,TMEM11,transmembrane protein 11,17p11.2,"2110658, 21274005",618817,P17152
HGNC:21318,TMEM13,"symbol withdrawn, see [HGNC:19992](/data/gene-symbol-report/#!/hgnc_id/HGNC:19992)",6p12.3,,,
HGNC:21076,TMEM14A,transmembrane protein 14A,6p12.2,,616870,Q9Y6G1
HGNC:21384,TMEM14B,transmembrane protein 14B,6p24.2,,,Q9NUH8
HGNC:20952,TMEM14C,transmembrane protein 14C,6p24.2,"11042152, 12958361",615318,Q9P0S9
HGNC:15660,TMEM14DP,"transmembrane protein 14D, pseudogene",10q21.3,,,A8MWL7
HGNC:34386,TMEM14EP,"transmembrane protein 14E, pseudogene",3q25.2,,,Q6UXP3
HGNC:26623,TMEM17,transmembrane protein 17,2p15,29050311,614950,Q86X19
HGNC:25257,TMEM18,transmembrane protein 18,2p25.3,27029472,613220,Q96B42
HGNC:54481,TMEM18-DT,TMEM18 divergent transcript,2p25.3,31361511,,
HGNC:25605,TMEM19,transmembrane protein 19,12q21.1,12477932,,Q96HH6
HGNC:25890,TMEM25,transmembrane protein 25,11q23.3,"15254712, 12975309",613934,Q86YD3
HGNC:28550,TMEM26,transmembrane protein 26,10q21.2,12477932,617803,Q6ZUK4
HGNC:51209,TMEM26-AS1,TMEM26 antisense RNA 1,10q21.2,,,
HGNC:16667,TMEM30A,transmembrane protein 30A,6q14.1,"15375526, 21289302",611028,Q9NV96
HGNC:48985,TMEM30A-DT,TMEM30A divergent transcript,6q14.1,32079618,,
HGNC:27254,TMEM30B,transmembrane protein 30B,14q23.1,15375526,611029,Q3MIR4
HGNC:55058,TMEM30BP1,TMEM30B pseudogene 1,Xq24,,,
HGNC:30443,TMEM30CP,"transmembrane protein 30C, pseudogene",3q12.1,15375526,611030,A0ZSE6
HGNC:28601,TMEM31,transmembrane protein 31,Xq22.2,28454390,,Q5JXX7
HGNC:25541,TMEM33,transmembrane protein 33,4p13,25612671,618515,P57088
HGNC:25864,TMEM35A,transmembrane protein 35A,Xq22.1,26875622,,Q53FP2
HGNC:40021,TMEM35B,transmembrane protein 35B,1p34.3,,,Q8NCS4
HGNC:18216,TMEM37,transmembrane protein 37,2q14.2,,618831,Q8WXS4
HGNC:28462,TMEM38A,transmembrane protein 38A,19p13.11,17611541,611235,Q9H6F2
HGNC:25535,TMEM38B,transmembrane protein 38B,9q31.2,"17611541, 23316006",611236,Q9NVV0
HGNC:25600,TMEM39A,transmembrane protein 39A,3q13.33,"28744351, 31806350",,Q9NV64
HGNC:25510,TMEM39B,transmembrane protein 39B,1p35.2,12477932,,Q9GZU3
HGNC:25620,TMEM40,transmembrane protein 40,3p25.2,29351801,,Q8WWA1
HGNC:30544,TMEM41A,transmembrane protein 41A,3q27.2,12975309,,Q96HV5
HGNC:28948,TMEM41B,transmembrane protein 41B,11p15.4,"30093494, 30126924, 30352685",,Q5BJD5
HGNC:28444,TMEM42,transmembrane protein 42,3p21.31,12477932,,Q69YG0
HGNC:28472,TMEM43,transmembrane protein 43,3p25.1,"18313022, 27991920",612048,Q9BTV4
HGNC:25120,TMEM44,transmembrane protein 44,3q29,,,Q2T9K0
HGNC:44272,TMEM44-AS1,TMEM44 antisense RNA 1,3q29,,,
HGNC:25480,TMEM45A,transmembrane protein 45A,3q12.2,26785122,616928,Q9NWC5
HGNC:25194,TMEM45B,transmembrane protein 45B,11q24.3,"21277373, 28244852",,Q96B21
HGNC:18515,TMEM47,transmembrane protein 47,Xp21.1,"11472633, 26990309",300698,Q9BQJ4
HGNC:30590,TMEM50A,transmembrane protein 50A,1p36.11,"10938938, 10845894",605348,O95807
HGNC:1280,TMEM50B,transmembrane protein 50B,21q22.11,,617894,P56557
HGNC:25488,TMEM51,transmembrane protein 51,1p36.21,12477932,,Q9NW97
HGNC:26301,TMEM51-AS1,TMEM51 antisense RNA 1,1p36.21,,,
HGNC:27916,TMEM52,transmembrane protein 52,1p36.33,,,Q8NDY8
HGNC:26438,TMEM52B,transmembrane protein 52B,12p13.2,12975309,,Q4KMG9
HGNC:26186,TMEM53,transmembrane protein 53,1p34.1,12958361,,Q6P2H8
HGNC:24143,TMEM54,transmembrane protein 54,1p35.1,9500206,,Q969K7
HGNC:1239,TMEM59,transmembrane protein 59,1p32.3,"9653160, 23376921",617084,Q9BXS4
HGNC:13237,TMEM59L,transmembrane protein 59 like,19p13.11,"10527841, 27324899",617096,Q9UK28
HGNC:21754,TMEM60,transmembrane protein 60,7q11.23,,,Q9H2L4
HGNC:27296,TMEM61,transmembrane protein 61,1p32.3,12477932,,Q8N0U2
HGNC:26269,TMEM62,transmembrane protein 62,15q15.2,24767823,,Q0P6H9
HGNC:29118,TMEM63A,transmembrane protein 63A,1q42.12,"9872452, 9455484, 30382938",618685,O94886
HGNC:17735,TMEM63B,transmembrane protein 63B,6p21.1,,,Q5T3F8
HGNC:23787,TMEM63C,transmembrane protein 63C,14q24.3,"24503647, 27045885",,Q9P1W3
HGNC:25441,TMEM64,transmembrane protein 64,8q21.3,,,Q6YI46
HGNC:25203,TMEM65,transmembrane protein 65,8q24.13,24765583,616609,Q6PI78
HGNC:28396,TMEM67,transmembrane protein 67,8q22.1,"12384791, 16415887, 19508969",609884,Q5HYA8
HGNC:26510,TMEM68,transmembrane protein 68,8q12.1,28472192,,Q96MH6
HGNC:28035,TMEM69,transmembrane protein 69,1p34.1,,,Q5SWH9
HGNC:26050,TMEM70,transmembrane protein 70,8q21.11,"21945727, 22986587, 27580883",612418,Q9BUB7
HGNC:26572,TMEM71,transmembrane protein 71,8q24.22,20676127,,Q6P5X7
HGNC:31658,TMEM72,transmembrane protein 72,10q11.21,,,A0PK05
HGNC:27349,TMEM72-AS1,TMEM72 antisense RNA 1,10q11.21,,,
HGNC:26409,TMEM74,transmembrane protein 74,8q23.1,"18294959, 28412412",613935,Q96NL1
HGNC:15893,TMEM74B,transmembrane protein 74B,20p13,,,Q9NUR3
HGNC:32295,TMEM75,transmembrane protein 75,8q24.21,29964097,,Q8N9X5
HGNC:32307,TMEM78,transmembrane protein 78,1q42.13,,,Q5T7P6
HGNC:28196,TMEM79,transmembrane protein 79,1q22,"24084074, 30463955",615531,Q9BSE2
HGNC:27453,TMEM80,transmembrane protein 80,11p15.5,"22936720, 26982032",,Q96HE8
HGNC:32349,TMEM81,transmembrane protein 81,1q32.1,,,Q6P7N7
HGNC:32350,TMEM82,transmembrane protein 82,1p36.21,,,A0PJX8
HGNC:26890,TMEM86A,transmembrane protein 86A,11p15.1,,,Q8N2M4
HGNC:28448,TMEM86B,transmembrane protein 86B,19q13.42,21515882,617806,Q8N661
HGNC:24522,TMEM87A,transmembrane protein 87A,15q15.1,26157166,,Q8NBN3
HGNC:25913,TMEM87B,transmembrane protein 87B,2q13,,617203,Q96K49
HGNC:32371,TMEM88,transmembrane protein 88,17p13.1,,617813,Q6PEY1
HGNC:37099,TMEM88B,transmembrane protein 88B,1p36.33,,,A6NKF7
HGNC:32372,TMEM89,transmembrane protein 89,3p21.31,,,A2RUT3
HGNC:32393,TMEM91,transmembrane protein 91,19q13.2,12477932,618294,Q6ZNR0
HGNC:26579,TMEM92,transmembrane protein 92,17q21.33,"12975309, 22120523",,Q6UXU6
HGNC:50442,TMEM92-AS1,TMEM92 antisense RNA 1,17q21.33,24768205,,
HGNC:28983,TMEM94,transmembrane protein 94,17q25.1,8724849,618163,Q12767
HGNC:27898,TMEM95,transmembrane protein 95,17p13.1,32484434,617814,Q3KNT9
HGNC:28106,TMEM97,transmembrane protein 97,17q11.2,"7694637, 15375745, 19583955, 27378690",612912,Q5BJF2
HGNC:39640,TMEM97P1,transmembrane protein 97 pseudogene 1,21q22.3,,,
HGNC:39641,TMEM97P2,transmembrane protein 97 pseudogene 2,8p21.3,,,
HGNC:24529,TMEM98,transmembrane protein 98,17q11.2,11230166,615949,Q9Y2Y6
HGNC:28305,TMEM99,transmembrane protein 99 (putative),17q21.2,29561261,,Q8N816
HGNC:25607,TMEM100,transmembrane protein 100,17q22,25640077,616334,Q9NV29
HGNC:28653,TMEM101,transmembrane protein 101,17q21.31,12761501,,Q96IK0
HGNC:26722,TMEM102,transmembrane protein 102,17p13.1,23620790,613936,Q8N9M5
HGNC:25984,TMEM104,transmembrane protein 104,17q25.1,,,Q8NE00
HGNC:26794,TMEM105,TMEM105 long non-coding RNA,17q25.3,,,Q8N8V8
HGNC:28288,TMEM106A,transmembrane protein 106A,17q21.31,26215746,,Q96A25
HGNC:22407,TMEM106B,transmembrane protein 106B,7p21.3,"20154673, 22511793",613413,Q9NUM4
HGNC:28775,TMEM106C,transmembrane protein 106C,12q13.11,,,Q9BVX2
HGNC:28128,TMEM107,transmembrane protein 107,17p13.1,"22698544, 26123494, 26518474",616183,Q6UX40
HGNC:28451,TMEM108,transmembrane protein 108,3q22.1,11214970,617361,Q6UXF1
HGNC:50307,TMEM108-AS1,TMEM108 antisense RNA 1,3q22.1,,,
HGNC:28771,TMEM109,transmembrane protein 109,11q12.2,"8619474, 9110174",,Q9BVC6
HGNC:33227,TMEM114,transmembrane protein 114,16p13.2,"17492639, 21689651",611579,B3SHH9
HGNC:30055,TMEM115,transmembrane protein 115,3p21.31,11085536,607069,Q12893
HGNC:25084,TMEM116,transmembrane protein 116,12q24.13,12477932,,Q8NCL8
HGNC:25308,TMEM117,transmembrane protein 117,12q12,11230166,,Q9H0C3
HGNC:27884,TMEM119,transmembrane protein 119,12q23.3,"12975309, 20025746",618989,Q4V9L6
HGNC:21697,TMEM120A,transmembrane protein 120A,7q11.23,32084332,616550,Q9BXJ8
HGNC:32008,TMEM120B,transmembrane protein 120B,12q24.31,,616551,A0PK00
HGNC:20511,TMEM121,transmembrane protein 121,14q32.33,12204283,,Q9BTD3
HGNC:1844,TMEM121B,transmembrane protein 121B,22q11.1,11381032,,Q9BXQ6
HGNC:30138,TMEM123,transmembrane protein 123,11q22.2,"11481458, 24318988",606356,Q8N131
HGNC:28275,TMEM125,transmembrane protein 125,1p34.2,,,Q96AQ2
HGNC:25382,TMEM126A,transmembrane protein 126A,11q14.1,"11230166, 23500070",612988,Q9H061
HGNC:30883,TMEM126B,transmembrane protein 126B,11q14.1,22982022,615533,Q8IUX1
HGNC:26038,TMEM127,transmembrane protein 127,2q11.2,"10493829, 32526160",613403,O75204
HGNC:28201,TMEM128,transmembrane protein 128,4p16.3,,,Q5BJH2
HGNC:25137,TMEM129,"transmembrane protein 129, E3 ubiquitin ligase",4p16.3,"24807418, 25030448",615975,A0AVI4
HGNC:25429,TMEM130,transmembrane protein 130,7q22.1,12975309,,Q8N3G9
HGNC:30366,TMEM131,transmembrane protein 131,2q11.2,"9039502, 10996388",615659,Q92545
HGNC:29146,TMEM131L,transmembrane 131 like,4q31.3,"23690469, 28347816",616243,A2VDJ0
HGNC:31092,TMEM132A,transmembrane protein 132A,11q12.2,"12514190, 29088312",617363,Q24JP5
HGNC:29397,TMEM132B,transmembrane protein 132B,12q24.31,"11572484, 29088312",,Q14DG7
HGNC:25436,TMEM132C,transmembrane protein 132C,12q24.32,29088312,,Q8N3T6
HGNC:29411,TMEM132D,transmembrane protein 132D,12q24.33,"12966072, 29088312, 29317594",611257,Q14C87
HGNC:27466,TMEM132D-AS1,TMEM132D antisense RNA 1,12q24.33,"28265570, 31368349",,
HGNC:53324,TMEM132D-AS2,TMEM132D antisense RNA 2,12q24.33,,,
HGNC:26991,TMEM132E,transmembrane protein 132E,17q12,"25331638, 29088312",616178,Q6IEE7
HGNC:24033,TMEM133,"symbol withdrawn, see [HGNC:26545](/data/gene-symbol-report/#!/hgnc_id/HGNC:26545)",11q22.1,12477932,,
HGNC:26142,TMEM134,transmembrane protein 134,11q13.2,,,Q9H6X4
HGNC:26167,TMEM135,transmembrane protein 135,11q14.2,"21151927, 27760563",616360,Q86UB9
HGNC:28252,TMEM137,transmembrane protein 137,11q13.1,,,
HGNC:26944,TMEM138,transmembrane protein 138,11q12.2,,614459,Q9NPI0
HGNC:22058,TMEM139,transmembrane protein 139,7q34,,616524,Q8IV31
HGNC:40988,TMEM139-AS1,TMEM139 antisense RNA 1,7q34,,,
HGNC:21870,TMEM140,transmembrane protein 140,7q33,,,Q9NV12
HGNC:28211,TMEM141,transmembrane protein 141,9q34.3,,,Q96I45
HGNC:25603,TMEM143,transmembrane protein 143,19q13.32,12975309,,Q96AN5
HGNC:25633,TMEM144,transmembrane protein 144,4q32.1,21527035,,Q7Z5S9
HGNC:26912,TMEM145,transmembrane protein 145,19q13.2,,,Q8NBT3
HGNC:30414,TMEM147,transmembrane protein 147,19q13.12,20538592,613585,Q9BVK8
HGNC:51273,TMEM147-AS1,TMEM147 antisense RNA 1,19q13.12,,,
HGNC:24677,TMEM150A,transmembrane protein 150A,2p11.2,"10858565, 27321926",616757,Q86TG1
HGNC:34415,TMEM150B,transmembrane protein 150B,19q13.42,"27321926, 27046253",617291,A6NC51
HGNC:37263,TMEM150C,transmembrane protein 150C,4q21.22,27321926,617292,B9EJG8
HGNC:28497,TMEM151A,transmembrane protein 151A,11q13.2,12477932,,Q8N4L1
HGNC:21315,TMEM151B,transmembrane protein 151B,6p21.1,,,Q8IW70
HGNC:26489,TMEM154,transmembrane protein 154,4q31.3,22291605,,Q6P9G4
HGNC:26418,TMEM155,transmembrane protein 155,4q27,,,
HGNC:26260,TMEM156,transmembrane protein 156,4p14,12477932,,Q8N614
HGNC:30293,TMEM158,transmembrane protein 158,3p21.31,"11399754, 11822868",,Q8WZ71
HGNC:30136,TMEM159,transmembrane protein 159,16p12.3,"8619474, 9110174, 15589683, 31708432",611304,Q96B96
HGNC:26042,TMEM160,transmembrane protein 160,19q13.32,12477932,,Q9NX00
HGNC:26020,TMEM161A,transmembrane protein 161A,19p13.11,12975309,618966,Q9NX61
HGNC:28483,TMEM161B,transmembrane protein 161B,5q14.3,12477932,,Q8NDZ6
HGNC:43839,TMEM161B-AS1,TMEM161B antisense RNA 1,5q14.3,21890647,,
HGNC:44973,TMEM161BP1,transmembrane protein 161B pseudogene 1,10p11.21,,,
HGNC:25380,TMEM163,transmembrane protein 163,2q21.3,"17623043, 28199205, 32492420",618978,Q8TC26
HGNC:26217,TMEM164,transmembrane protein 164,Xq23,30737907,,Q5U3C3
HGNC:30760,TMEM165,transmembrane protein 165,4q12,"3202867, 22683087, 23575229",614726,Q9HC07
HGNC:28330,TMEM167A,transmembrane protein 167A,5q14.2,1316117,,Q8TBQ9
HGNC:23956,TMEM167AP1,transmembrane protein 167A pseudogene 1,Yq11.223,12815422,,
HGNC:30187,TMEM167B,transmembrane protein 167B,1p13.3,12477932,,Q9NRX6
HGNC:55076,TMEM167B-DT,TMEM167B divergent transcript,1p13.3,,,
HGNC:25826,TMEM168,transmembrane protein 168,7q31.1,12477932,,Q9H0V1
HGNC:25130,TMEM169,transmembrane protein 169,2q35,12477932,,Q96HH4
HGNC:29577,TMEM170A,transmembrane protein 170A,16q23.1,26906412,,Q8WVE7
HGNC:34244,TMEM170B,transmembrane protein 170B,6p24.2,,,Q5T4T1
HGNC:27031,TMEM171,transmembrane protein 171,5q13.2,12477932,,Q8WVE6
HGNC:28187,TMEM174,transmembrane protein 174,5q13.2,20331980,614909,Q8WUU8
HGNC:28709,TMEM175,transmembrane protein 175,4p16.3,26317472,616660,Q9BSA9
HGNC:24930,TMEM176A,transmembrane protein 176A,7q36.1,"12097419, 8889548, 31354034",610334,Q96HP8
HGNC:29596,TMEM176B,transmembrane protein 176B,7q36.1,9922225,610385,Q3YBM2
HGNC:28143,TMEM177,transmembrane protein 177,2q14.2,29154948,,Q53S58
HGNC:28517,TMEM178A,transmembrane protein 178A,2p22.1,12975309,,Q8NBL3
HGNC:44112,TMEM178B,transmembrane protein 178B,7q34,,,H3BS89
HGNC:20137,TMEM179,transmembrane protein 179,14q32.33,,,Q6ZVK1
HGNC:33744,TMEM179B,transmembrane protein 179B,11q12.3,,,Q7Z7N9
HGNC:20958,TMEM181,transmembrane protein 181,6q25.3,16452613,613209,Q9P2C4
HGNC:26391,TMEM182,transmembrane protein 182,2q12.1,18803820,,Q6ZP80
HGNC:20173,TMEM183A,transmembrane protein 183A,1q32.1,,,Q8IXX5
HGNC:33458,TMEM183AP1,transmembrane protein 183A pseudogene 1,6p21.3,,,
HGNC:33205,TMEM183B,transmembrane protein 183B,3q25.1,16644869,611365,Q1AE95
HGNC:28797,TMEM184A,transmembrane protein 184A,7p22.3,18321981,,Q6ZMB5
HGNC:1310,TMEM184B,transmembrane protein 184B,22q13.1,10591208,,Q9Y519
HGNC:25587,TMEM184C,transmembrane protein 184C,4q31.23,,613937,Q9NVA4
HGNC:55010,TMEM184CP1,TMEM184C pseudogene 1,Xq21.31,,,
HGNC:17125,TMEM185A,transmembrane protein 185A,Xq28,12404111,300031,Q8NFB2
HGNC:31717,TMEM185AP1,transmembrane protein 185A pseudogene 1,Xq28,,,
HGNC:18896,TMEM185B,transmembrane protein 185B,2q14.2,12404111,,Q9H7F4
HGNC:24530,TMEM186,transmembrane protein 186,16p13.2,11230166,,Q96B77
HGNC:13705,TMEM187,transmembrane protein 187,Xq28,8661027,300059,Q14656
HGNC:29632,TMEM190,transmembrane protein 190,19q13.42,21273369,,Q8WZ59
HGNC:25317,TMEM191A,transmembrane protein 191A (pseudogene),22q11.21,11230166,,Q9H0A3
HGNC:33600,TMEM191B,transmembrane protein 191B,22q11.21,,,P0C7N4
HGNC:33601,TMEM191C,transmembrane protein 191C,22q11.21,,,A6NGB0
HGNC:26775,TMEM192,transmembrane protein 192,4q32.3,"20370317, 21143193",,Q8IY95
HGNC:22431,TMEM196,transmembrane protein 196,7p21.1,,,Q5HYL7
HGNC:33704,TMEM198,transmembrane protein 198,2q35,,,Q66K66
HGNC:43629,TMEM198B,transmembrane protein 198B (pseudogene),12q13.2,,,
HGNC:18085,TMEM199,transmembrane protein 199,17q11.2,26833330,616815,Q8N511
HGNC:21075,TMEM200A,transmembrane protein 200A,6q23.1,15722956,,Q86VY9
HGNC:33785,TMEM200B,transmembrane protein 200B,1p35.3,15722956,,Q69YZ2
HGNC:37208,TMEM200C,transmembrane protein 200C,18p11.31,15722956,,A6NKL6
HGNC:33719,TMEM201,transmembrane protein 201,1p36.22,"19494128, 21327071",,Q5SNT2
HGNC:33733,TMEM202,transmembrane protein 202,15q23-q24.1,,,A6NGA9
HGNC:53265,TMEM202-AS1,TMEM202 antisense RNA 1,15q24.1,,,
HGNC:28217,TMEM203,transmembrane protein 203,9q34.3,25996873,616499,Q969S6
HGNC:14158,TMEM204,transmembrane protein 204,16p13.3,15206924,611002,Q9BSN7
HGNC:29631,TMEM205,transmembrane protein 205,19p13.2,12975309,613771,Q6UW68
HGNC:33705,TMEM207,transmembrane protein 207,3q28,,614786,Q6UWW9
HGNC:25015,TMEM208,transmembrane protein 208,16q22.1,11042152,,Q9BTX3
HGNC:21898,TMEM209,transmembrane protein 209,7q32.2,12958361,,Q96SK2
HGNC:34059,TMEM210,transmembrane protein 210,9q34.3,,,A6NLX4
HGNC:33725,TMEM211,transmembrane protein 211,22q11.23,,,Q6ICI0
HGNC:34295,TMEM212,transmembrane protein 212,3q26.31,,,A6NML5
HGNC:41939,TMEM212-AS1,TMEM212 antisense RNA 1,3q26.31,,,
HGNC:41505,TMEM212-IT1,TMEM212 intronic transcript 1,3q26.31,,,
HGNC:27220,TMEM213,transmembrane protein 213,7q34,,,A2RRL7
HGNC:25983,TMEM214,transmembrane protein 214,2p23.3,23661706,615301,Q6NUQ4
HGNC:33816,TMEM215,transmembrane protein 215,9p21.1,,,Q68D42
HGNC:25018,TMEM216,transmembrane protein 216,11q13.1,"11042152, 20036350, 20512146",613277,Q9P0N5
HGNC:21238,TMEM217,transmembrane protein 217,6p21.2,,,Q8N7C4
HGNC:27344,TMEM218,transmembrane protein 218,11q24.2,,,A2RU14
HGNC:25201,TMEM219,transmembrane protein 219,16p11.2,20353938,,Q86XT9
HGNC:33757,TMEM220,transmembrane protein 220,17p13.1,,,Q6QAJ8
HGNC:44357,TMEM220-AS1,TMEM220 antisense RNA 1,17p13.1-p12,,,
HGNC:21943,TMEM221,transmembrane protein 221,19p13.11,,,A6NGB7
HGNC:25363,TMEM222,transmembrane protein 222,1p36.11,11230166,,Q9H0R3
HGNC:28464,TMEM223,transmembrane protein 223,11q12.3,,,A0PJW6
HGNC:32390,TMEM225,transmembrane protein 225,11q24.1,25605614,,Q6GV28
HGNC:53075,TMEM225B,transmembrane protein 225B,7q22.1,,,P0DP42
HGNC:37279,TMEM229A,transmembrane protein 229A,7q31.32,,,B2RXF0
HGNC:20130,TMEM229B,transmembrane protein 229B,14q23.3-q24.1,,619022,Q8NBD8
HGNC:15876,TMEM230,transmembrane protein 230,20p13-p12.3,27270108,617019,Q96A57
HGNC:55043,TMEM230P1,TMEM230 pseudogene 1,Xq22.3,,,
HGNC:55044,TMEM230P2,TMEM230 pseudogene 2,11q12.1,,,
HGNC:37234,TMEM231,transmembrane protein 231,16q23.1,"23012439, 23349226",614949,Q9H6L2
HGNC:53870,TMEM231P1,TMEM231 pseudogene 1,16q23.1,,,
HGNC:37270,TMEM232,transmembrane protein 232,5q22.1,,,C9JQI7
HGNC:37219,TMEM233,transmembrane protein 233,12q24.23,,618296,B4DJY2
HGNC:28837,TMEM234,transmembrane protein 234,1p35.2,26377798,,Q8WY98
HGNC:27563,TMEM235,transmembrane protein 235,17q25.3,21689651,,A6NFC5
HGNC:23473,TMEM236,transmembrane protein 236,10p12.33,,,Q5W0B7
HGNC:14432,TMEM237,transmembrane protein 237,2q33.1,"11586298, 20375344",614423,Q96Q45
HGNC:40042,TMEM238,transmembrane protein 238,19q13.42,,,C9JI98
HGNC:44356,TMEM238L,transmembrane protein 238 like,17p13.1-p12,,,
HGNC:40044,TMEM239,transmembrane protein 239,20p13,,,Q8WW34
HGNC:25186,TMEM240,transmembrane protein 240,1p36.33,"12402269, 25070513",616101,Q5SV17
HGNC:31723,TMEM241,transmembrane protein 241,18q11.2,27199446,615430,Q24JQ0
HGNC:17206,TMEM242,transmembrane protein 242,6q25.3,,,Q9NWH2
HGNC:21707,TMEM243,transmembrane protein 243,7q21.12,,616993,Q9BU79
HGNC:21571,TMEM244,transmembrane protein 244,6q22.33,,,Q5VVB8
HGNC:1363,TMEM245,transmembrane protein 245,9q31.3,10564813,,Q9H330
HGNC:51191,TMEM246-AS1,TMEM246 antisense RNA 1,9q31.1,,,
HGNC:42967,TMEM247,transmembrane protein 247,2p21,,,A6NEH6
HGNC:25476,TMEM248,transmembrane protein 248,7q11.21,12477932,,Q9NWD8
HGNC:44053,TMEM248P1,transmembrane protein 248 pseudogene 1,4q28.1,,,
HGNC:44155,TMEM249,transmembrane protein 249,8q24.3,,,Q2WGJ8
HGNC:31009,TMEM250,transmembrane protein 250,9q34.3,21667337,,H0YL14
HGNC:20218,TMEM251,transmembrane protein 251,14q32.12,,,Q8N6I4
HGNC:52396,TMEM251P1,transmembrane protein 251 pseudogene 1,5q14.3,,,
HGNC:28537,TMEM252,transmembrane protein 252,9q21.11,12477932,,Q8N6L7
HGNC:54377,TMEM252-DT,TMEM252 divergent transcript,9q21.11,,,
HGNC:32545,TMEM253,transmembrane protein 253,14q11.2,,,P0C7T8
HGNC:25804,TMEM254,transmembrane protein 254,10q22.3,14702039,,Q8TBM7
HGNC:27340,TMEM254-AS1,TMEM254 antisense RNA 1,10q22.3,,,
HGNC:26086,TMEM255A,transmembrane protein 255A,Xq24,12477932,,Q5JRV8
HGNC:28297,TMEM255B,transmembrane protein 255B,13q34,12477932,,Q8WV15
HGNC:28618,TMEM256,transmembrane protein 256,17p13.1,12477932,617779,Q8N2U0
HGNC:49186,TMEM256-PLSCR3,TMEM256-PLSCR3 readthrough (NMD candidate),17p13.1,,,
HGNC:45087,TMEM256P1,transmembrane protein 256 pseudogene 1,10q22.1,,,
HGNC:45088,TMEM256P2,transmembrane protein 256 pseudogene 2,2q36.1,,,
HGNC:2562,TMEM257,"symbol withdrawn, see [HGNC:13449](/data/gene-symbol-report/#!/hgnc_id/HGNC:13449)",Xq27.3,9881668,,
HGNC:1164,TMEM258,transmembrane protein 258,11q12.2,"27974209, 28716842",617615,P61165
HGNC:17039,TMEM259,transmembrane protein 259,19p13.3,"12638133, 16084606",611011,Q4ZIN3
HGNC:20185,TMEM260,transmembrane protein 260,14q22.3,28318500,617449,Q9NX78
HGNC:49389,TMEM262,transmembrane protein 262,11q13.1,,,E9PQX1
HGNC:28281,TMEM263,transmembrane protein 263,12q23.3,29930570,,Q8WUH6
HGNC:51241,TMEM265,transmembrane protein 265,16p11.2,,,A0A087WTH1
HGNC:26763,TMEM266,transmembrane protein 266,15q24.2,"14702039, 22020278",618691,Q2M3C6
HGNC:26139,TMEM267,transmembrane protein 267,5p12,12477932,,Q0VDI3
HGNC:24513,TMEM268,transmembrane protein 268,9q32,14702039,,Q5VZI3
HGNC:52381,TMEM269,transmembrane protein 269,1p34.2,,,A0A1B0GVZ9
HGNC:54423,TMEM269-DT,TMEM269 divergent transcript,1p34.2,,,
HGNC:23018,TMEM270,transmembrane protein 270,7q11.23,8812460,612547,Q6UE05
HGNC:53639,TMEM271,transmembrane protein 271,4p16.3,,,A0A286YF58
